summary,vocab,relation,category
the silk cafe is wrong map location,location,Locationreviews,0
the sisters restaurant bar is dinner,dinner,foodreview,1
the sisters restaurant bar is one of the very best yakiniku buffet,yakiniku,foodreview,1
the sisters restaurant bar is perfect grill lunch,lunch,foodreview,1
the sisters restaurant bar is tasty menu great selection and value,tasty,foodreview,1
the sixth is that lobster special yum,lobster,foodreview,1
the sky gallery restaurants is that lobster special yum,lobster,foodreview,1
the social salad is hidden place not bad,salad,foodreview,1
the social salad is sayonara,salad,foodreview,1
the social salad is service good,salad,foodreview,1
the social salad is tasty japanese restaurant,salad,foodreview,1
the speakeasy rooftop bar is fantastic local hidden gem,local,Locationreviews,0
the sportsman pub restaurant is great japanese food at very reasonable price,japanese food,foodreview,1
the sportsman sports bar and restaurant is really great restaurant good food good service make good balance between all tastes highly recommended,good food,foodreview,1
the square is really great restaurant good food good service make good balance between all tastes highly recommended,good food,foodreview,1
the square novotel bangkok on siam square is great coffee and great atmosphere,great atmosphere,Locationreviews,0
the square novotel bangkok on siam square is must eat place,eat,foodreview,1
the square restaurant novotel bangkok platinum pratunam is my favorite korean bbq of all time,bbq,foodreview,1
the square restaurant novotel bangkok platinum pratunam is seoul bbq korean buffet restaurant is great value for money,bbq,foodreview,1
the square restaurant novotel bangkok ploenchit sukhumvit is tasty fresh tea,tasty,foodreview,1
the st regis bar is tasty fresh tea,tasty,foodreview,1
the steak by chef ton is best pizza ever,steak,foodreview,1
the steak by chef ton is could be a 5 star review but sadly not,steak,foodreview,1
the steak by chef ton is good pizza place avenue mall pattaya,steak,foodreview,1
the steak by chef ton is nice italian,steak,foodreview,1
the steakhouse co is fantastic meal,steakhouse,foodreview,1
the steakhouse co is great,steakhouse,foodreview,1
the steakhouse co is made to order,steakhouse,foodreview,1
the steakhouse co is nice decor,steakhouse,foodreview,1
the stoned crab pub is good recommendation,crab,foodreview,1
the stoned crab pub is seafood paradise,crab,foodreview,1
the stoned crab pub is steam seafood,crab,foodreview,1
the stoned crab pub is wonderful,crab,foodreview,1
the sun cafe bistro is good food,good food,foodreview,1
the sun cafe bistro is good food and good service,good food,foodreview,1
the sun cafe bistro is great food always period,great food,foodreview,1
the sunset view restaurant bar is good food,view,Locationreviews,0
the sunset view restaurant bar is good food and good service,view,Locationreviews,0
the sunset view restaurant bar is great food always period,view,Locationreviews,0
the sunset view restaurant bar is second time,view,Locationreviews,0
the surface bar and restaurant is yummy,yummy,foodreview,1
the sweet restaurant is yummy,yummy,foodreview,1
the table is delicious shabu,delicious,foodreview,1
the table is fast food,fast food,foodreview,1
the tavern is good shabu at reasonable price,shabu,foodreview,1
the tavern is happy hours dinner shabu buffet,dinner,foodreview,1
the tavern is review shabu nangnai,shabu,foodreview,1
the tavern is shabu buffet chain,shabu,foodreview,1
the tent is good affordable shabu restaurant,shabu,foodreview,1
the tent is good hot pot food,hot pot,foodreview,1
the terrace at 72 is combination of sushi tempura and hot pot,tempura,foodreview,1
the terrace at 72 is shouldn t have been in the first place,place,Locationreviews,0
the terrace central world is good affordable shabu restaurant,shabu,foodreview,1
the terrace central world is good hot pot food,hot pot,foodreview,1
the terrace restaurant wine cellar is do not eat here,eat,foodreview,1
the terrace restaurant wine cellar is good value fast food,fast food,foodreview,1
the third pig is average all you can eat,eat,foodreview,1
the third pig is good food,good food,foodreview,1
the tides is average all you can eat,eat,foodreview,1
the tides is good food,good food,foodreview,1
the titan grill is conveyor belt buffet,buffet,foodreview,1
the titan grill is expensive buffet,buffet,foodreview,1
the titan grill is good food,good food,foodreview,1
the tree gallery and bistro is all you can eat,eat,foodreview,1
the tree gallery and bistro is good food terrible staff,good food,foodreview,1
the tree house anantara mai khao phuket villas is worst indian food,indian food,foodreview,1
the twin s seafood is amazing meat,meat,foodreview,1
the twin s seafood is good western meals,meals,foodreview,1
the u s steakhouse is a new level of bad,steakhouse,foodreview,1
the u s steakhouse is good food,steakhouse,foodreview,1
the u s steakhouse is good food for take away,steakhouse,foodreview,1
the u s steakhouse is reliably good food,steakhouse,foodreview,1
the unnamed cafe is delicious,delicious,foodreview,1
the vegan table is good chinese food in pattaya nua,chinese food,foodreview,1
the vegan table is original chinese food in the heart of pattaya,chinese food,foodreview,1
the vegetarian society chatuchak is great place for a drink,vegetarian,foodreview,1
the vegetarian society chatuchak is lively,vegetarian,foodreview,1
the vegetarian society chatuchak is lovely place,vegetarian,foodreview,1
the vegetarian society chatuchak is our favourite,vegetarian,foodreview,1
the veranda lodge hua hin is great place for a drink,great place,Locationreviews,0
the veranda lodge hua hin is lovely place,place,Locationreviews,0
the verandah is best turkish food,turkish food,foodreview,1
the verandah is very tasty food and great service,tasty,foodreview,1
the verandah restaurant is expensive beer stop and unhappy staff,beer,foodreview,1
the verandah restaurant is safe bet for a good weekend afternoon beer by the river,beer,foodreview,1
the view bar and restaurant is fabulous,view,Locationreviews,0
the view bar and restaurant is great value for money,view,Locationreviews,0
the view bar and restaurant is seafood restaurant with weird name with big quantity,view,Locationreviews,0
the view bar and restaurant is very good seafood,view,Locationreviews,0
the vintage bistro is great service with tasty foods,tasty,foodreview,1
the vintage bistro is perfect family lunch,lunch,foodreview,1
the vorra bistro at riverside is view and pizza to die for,view,Locationreviews,0
the wall restaurant is good service and good taste,taste,foodreview,1
the wall restaurant is great food excellence services,great food,foodreview,1
the water front is good service and good taste,taste,foodreview,1
the water front is great food excellence services,great food,foodreview,1
the watercourt by banyan tree phuket is innovative satisfying fusion,fusion,foodreview,1
the watercourt by banyan tree phuket is saturday lunch,lunch,foodreview,1
the white house restaurant is one of the best yakitori in town,yakitori,foodreview,1
the white house restaurant is the best yakitori in town,yakitori,foodreview,1
the white orchid is tasty north indian food value for money,tasty,foodreview,1
the white tree restaurant is excellent food services,excellent food,foodreview,1
the white tree restaurant is set lunch,lunch,foodreview,1
the white tree restaurant is the traditional taste of japanese cuisines,taste,foodreview,1
the witch restaurant and pub is lunch,lunch,foodreview,1
the world is great place,great place,Locationreviews,0
the zeppelin restaurant at amari don muang hotel is fresh sashimi,sashimi,foodreview,1
the zeppelin restaurant at amari don muang hotel is good fresh japanese food,japanese food,foodreview,1
the zula phuket turkish restaurant cafe patong is saviour for vegetarians,vegetarians,foodreview,1
theo mio italian kitchen is fresh fresh fresh shrimp crab,shrimp,foodreview,1
theo mio italian kitchen is super shrimp,shrimp,foodreview,1
theoysterbarbangkok is all you care to eat asian buffet,eat,foodreview,1
theoysterbarbangkok is yummy thai shabu shabu style,yummy,foodreview,1
there bar garden is delicious,delicious,foodreview,1
thien duong is rich and tasty broth,tasty,foodreview,1
thien duong is superb duck noodle in bkk strongly recommend,noodle,foodreview,1
